,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Number of Siblings,,Feels Lonely
349,5,4,5,3,2,5,5,2,4,few hours a day,3,17,2,female,city,2-Jan,,FALSE
331,5,4,5,2,3,5,3,3,3,few hours a day,3,17,1,male,village,2-Jan,,FALSE
363,5,1,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,2-Jan,,FALSE
368,5,NaN,5,3,1,5,1,3,4,few hours a day,4,18,1,female,NaN,2-Jan,,FALSE
358,4,2,5,5,2,5,4,3,4,less than an hour a day,4,19,2,male,city,2-Jan,,FALSE
359,5,2,5,5,1,5,5,3,3,few hours a day,1,20,2,female,city,2-Jan,,FALSE
369,5,5,4,4,4,5,2,2,3,less than an hour a day,4,17,1,male,village,2-Jan,,FALSE
355,5,2,5,4,4,1,5,3,5,few hours a day,4,19,1,male,city,2-Jan,,FALSE
367,5,3,5,5,1,3,1,3,4,few hours a day,5,20,2,male,village,2-Jan,,FALSE
370,5,1,5,4,2,5,5,2,3,few hours a day,3,19,2,female,village,2-Jan,,FALSE
360,5,1,5,4,5,2,2,4,4,few hours a day,3,23,1,female,city,2-Jan,,TRUE
366,5,3,5,1,5,1,1,3,5,most of the day,4,19,1,male,city,2-Jan,,FALSE
372,4,4,4,3,1,1,1,2,2,most of the day,3,20,2,male,city,2-Jan,,FALSE
354,5,3,5,3,4,4,3,1,5,few hours a day,4,20,1,female,city,2-Jan,,FALSE
361,5,1,5,4,1,5,1,1,3,less than an hour a day,4,19,1,female,village,2-Jan,,FALSE
356,4,2,4,5,5,3,1,1,3,few hours a day,3,18,1,male,city,2-Jan,,FALSE
352,5,1,5,1,1,2,3,4,3,few hours a day,3,19,1,male,city,2-Jan,,TRUE
376,5,1,5,2,1,5,5,2,4,few hours a day,1,20,1,female,city,2-Jan,,FALSE
375,5,NaN,5,2,3,1,5,2,3,few hours a day,4,20,2,female,city,2-Jan,,FALSE
351,5,1,5,3,5,5,5,3,4,few hours a day,4,16,1,female,village,2-Jan,,FALSE
374,5,3,5,2,1,5,5,4,4,few hours a day,1,21,1,female,city,2-Jan,,TRUE
350,2,2,5,2,2,3,1,2,3,most of the day,3,20,2,male,city,2-Jan,,FALSE
362,5,2,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,2-Jan,,FALSE
364,2,2,5,3,2,1,4,4,4,few hours a day,4,20,2,male,city,2-Jan,,TRUE
353,5,1,5,4,2,3,3,4,4,few hours a day,3,18,1,female,city,2-Jan,,TRUE
34,5,1,5,4,3,1,2,2,2,few hours a day,3,20,5,male,city,3+,,FALSE
263,5,3,5,1,3,3,4,1,3,few hours a day,1,15,3,female,city,3+,,FALSE
750,5,1,4,4,4,1,1,2,3,less than an hour a day,4,22,6,female,city,3+,,FALSE
475,5,1,4,4,3,5,1,3,3,few hours a day,1,18,4,female,city,3+,,FALSE
394,5,1,4,1,4,3,5,3,1,few hours a day,3,27,3,male,city,3+,,FALSE
957,5,2,4,3,1,1,3,3,4,few hours a day,3,20,5,male,city,3+,,FALSE
753,5,1,5,4,1,5,2,2,3,few hours a day,2,19,3,female,village,3+,,FALSE
545,5,3,5,3,1,1,3,4,5,most of the day,3,20,3,male,village,3+,,TRUE
546,5,1,5,3,4,2,1,3,4,few hours a day,4,27,3,male,village,3+,,FALSE
41,5,5,3,5,5,3,1,1,3,few hours a day,3,20,3,male,city,3+,,FALSE
964,5,2,3,3,2,4,3,3,3,few hours a day,4,21,3,male,city,3+,,FALSE
658,5,4,5,1,5,4,1,1,3,few hours a day,4,22,3,male,city,3+,,FALSE
477,5,1,5,2,4,4,2,4,4,most of the day,3,18,3,female,city,3+,,TRUE
961,5,4,5,5,5,5,1,3,3,few hours a day,5,20,3,male,village,3+,,FALSE
550,5,1,5,3,3,5,5,5,3,few hours a day,1,17,3,female,village,3+,,TRUE
552,5,2,5,4,3,5,5,3,2,few hours a day,3,19,3,female,city,3+,,FALSE
752,5,4,4,3,3,1,2,2,4,few hours a day,1,21,3,female,village,3+,,FALSE
478,5,3,5,2,1,4,2,4,2,most of the day,3,30,3,male,city,3+,,TRUE
846,5,5,5,2,2,5,5,4,4,few hours a day,4,23,4,female,city,3+,,TRUE
848,5,2,3,1,1,2,1,1,2,few hours a day,3,19,4,male,city,3+,,FALSE
1006,4,4,5,4,5,5,1,1,4,less than an hour a day,3,27,5,male,village,3+,,FALSE
505,5,1,5,2,3,1,1,2,3,few hours a day,2,20,3,male,village,3+,,FALSE
837,5,1,4,3,4,3,2,1,4,few hours a day,2,20,3,male,city,3+,,FALSE
734,5,1,4,3,5,1,1,1,5,less than an hour a day,5,19,3,female,city,3+,,FALSE
502,5,3,5,2,3,1,3,2,4,most of the day,2,22,6,male,village,3+,,FALSE
644,4,1,5,3,4,5,4,2,5,few hours a day,4,18,3,female,village,3+,,FALSE
9,5,1,5,3,3,2,3,2,3,few hours a day,4,19,3,female,city,3+,,FALSE
499,5,3,5,3,2,1,1,2,3,most of the day,5,22,3,male,city,3+,,FALSE
498,5,1,5,4,1,5,1,3,3,few hours a day,2,19,3,female,village,3+,,FALSE
12,5,1,5,4,1,2,1,5,4,few hours a day,4,24,10,female,city,3+,,TRUE
523,5,3,5,2,NaN,4,1,3,3,few hours a day,1,19,3,male,village,3+,,FALSE
32,5,3,5,4,1,5,5,1,3,few hours a day,1,20,4,female,city,3+,,FALSE
524,5,1,5,3,3,5,2,3,4,less than an hour a day,4,19,4,female,city,3+,,FALSE
841,5,5,3,3,1,1,4,5,5,few hours a day,1,19,3,male,city,3+,,TRUE
371,5,2,5,2,5,3,2,1,3,few hours a day,3,19,4,female,village,3+,,FALSE
741,5,1,5,5,5,1,1,4,5,few hours a day,3,18,3,female,city,3+,,TRUE
742,5,5,5,3,4,1,2,1,1,few hours a day,1,26,5,male,village,3+,,FALSE
986,4,4,4,5,5,1,1,3,3,few hours a day,1,19,3,female,city,3+,,FALSE
640,5,1,5,4,3,4,5,3,5,few hours a day,2,21,3,female,city,3+,,FALSE
23,5,1,5,2,2,5,3,3,2,few hours a day,2,20,3,female,city,3+,,FALSE
533,5,3,5,3,3,1,1,4,3,few hours a day,3,21,3,male,city,3+,,TRUE
757,5,5,5,2,1,4,2,3,3,few hours a day,4,19,3,female,village,3+,,FALSE
487,5,1,5,1,1,1,3,1,3,most of the day,1,19,3,female,village,3+,,FALSE
537,5,2,5,4,2,1,2,2,3,few hours a day,3,25,3,male,city,3+,,FALSE
721,5,1,4,1,3,1,3,3,5,less than an hour a day,4,20,3,female,city,3+,,FALSE
853,5,1,5,3,3,5,1,3,5,few hours a day,4,30,4,female,village,3+,,FALSE
878,4,4,5,2,4,4,2,2,4,less than an hour a day,4,26,3,male,city,3+,,FALSE
53,5,2,5,3,1,1,5,3,4,less than an hour a day,3,18,4,female,city,3+,,FALSE
87,5,2,5,5,NaN,3,3,1,3,few hours a day,2,18,3,female,village,3+,,FALSE
443,4,3,4,5,3,1,1,4,4,few hours a day,3,18,3,female,village,3+,,TRUE
90,4,1,4,1,1,3,5,3,3,most of the day,1,19,3,female,village,3+,,FALSE
91,5,1,5,1,1,1,5,2,4,few hours a day,5,18,4,female,village,3+,,FALSE
587,5,2,4,4,1,5,3,4,2,few hours a day,2,17,3,female,city,3+,,TRUE
442,5,2,5,2,3,5,2,4,3,few hours a day,2,18,6,female,city,3+,,TRUE
140,5,3,5,5,2,5,2,3,4,few hours a day,3,19,3,female,city,3+,,FALSE
621,4,5,5,1,1,3,5,5,4,most of the day,3,20,3,NaN,city,3+,,TRUE
782,5,2,5,2,3,5,2,3,4,most of the day,4,17,3,female,village,3+,,FALSE
206,5,1,5,5,4,3,3,3,2,few hours a day,4,25,3,male,village,3+,,FALSE
229,4,3,3,2,4,1,1,2,4,few hours a day,1,21,5,male,village,3+,,FALSE
227,5,1,5,5,3,3,1,1,2,few hours a day,2,19,3,female,village,3+,,FALSE
433,5,2,5,3,5,1,1,3,3,few hours a day,3,19,3,female,city,3+,,FALSE
338,5,2,5,2,3,1,2,4,3,few hours a day,1,15,3,female,city,3+,,TRUE
619,5,2,5,3,5,1,3,2,3,few hours a day,2,27,4,male,city,3+,,FALSE
789,5,4,5,3,1,5,3,1,4,most of the day,2,19,3,male,village,3+,,FALSE
425,5,2,5,3,1,5,5,5,4,less than an hour a day,4,21,3,female,village,3+,,TRUE
682,4,5,5,3,4,5,2,3,3,few hours a day,1,19,4,male,village,3+,,FALSE
805,5,3,2,5,1,4,5,3,4,few hours a day,3,17,3,female,city,3+,,FALSE
796,3,2,3,3,4,4,5,2,4,less than an hour a day,4,27,3,male,city,3+,,FALSE
117,5,1,4,2,5,5,3,4,4,few hours a day,3,18,3,female,village,3+,,TRUE
344,5,1,4,1,1,1,3,2,4,few hours a day,5,24,3,female,village,3+,,FALSE
803,5,1,5,3,1,3,5,3,4,most of the day,3,27,5,female,village,3+,,FALSE
124,4,1,4,4,1,4,1,2,3,few hours a day,3,20,4,male,city,3+,,FALSE
214,4,1,5,4,3,3,5,4,3,less than an hour a day,3,18,3,female,city,3+,,TRUE
86,4,3,5,5,4,2,2,4,4,few hours a day,2,24,3,male,city,3+,,TRUE
951,4,5,5,1,3,1,3,4,1,most of the day,1,26,3,male,city,3+,,TRUE
237,5,3,4,2,4,5,5,2,2,few hours a day,3,18,3,female,city,3+,,FALSE
582,3,4,5,5,3,1,4,3,2,few hours a day,5,22,3,male,city,3+,,FALSE
949,5,2,5,1,2,5,1,3,3,most of the day,3,18,3,female,city,3+,,FALSE
365,5,2,5,5,1,1,1,2,3,few hours a day,3,24,5,male,village,3+,,FALSE
259,2,1,3,5,1,1,1,3,3,few hours a day,4,19,4,male,village,3+,,FALSE
128,5,5,5,4,3,5,1,5,3,few hours a day,5,15,3,female,city,3+,,TRUE
763,5,3,5,5,1,5,3,3,4,few hours a day,3,20,3,male,village,3+,,FALSE
941,5,1,5,2,2,2,2,5,1,few hours a day,1,18,3,female,village,3+,,TRUE
940,5,5,NaN,4,3,4,3,2,4,few hours a day,2,16,4,male,city,3+,,FALSE
461,5,2,4,3,3,3,1,3,3,few hours a day,3,29,3,male,village,3+,,FALSE
149,2,1,3,2,5,1,1,3,3,few hours a day,3,19,5,male,city,3+,,FALSE
937,5,2,5,3,5,5,3,5,2,few hours a day,5,18,4,female,village,3+,,TRUE
148,4,3,4,3,4,1,2,2,4,few hours a day,4,20,3,male,village,3+,,FALSE
700,5,1,5,3,1,5,2,2,3,few hours a day,4,26,3,female,village,3+,,FALSE
249,5,2,5,4,1,5,5,3,4,no time at all,3,19,3,female,village,3+,,FALSE
933,5,1,5,4,2,5,5,4,3,few hours a day,3,17,3,female,city,3+,,TRUE
570,5,1,5,4,1,3,1,3,3,few hours a day,3,23,4,male,village,3+,,FALSE
69,5,1,5,2,1,4,1,3,4,most of the day,1,20,3,female,city,3+,,FALSE
930,5,3,5,3,1,1,5,5,3,few hours a day,3,18,5,female,city,3+,,TRUE
572,5,1,4,2,3,5,2,2,4,few hours a day,5,22,3,female,city,3+,,FALSE
573,4,4,5,3,1,4,5,1,3,most of the day,1,17,3,male,city,3+,,FALSE
576,5,3,5,3,3,4,4,2,3,few hours a day,1,21,3,male,city,3+,,FALSE
923,5,3,5,3,1,3,4,4,4,few hours a day,2,23,3,female,city,3+,,TRUE
648,5,2,5,2,2,2,4,2,3,few hours a day,3,23,3,female,city,3+,,FALSE
775,5,5,5,3,2,5,3,5,5,few hours a day,1,19,3,female,city,3+,,TRUE
694,5,4,5,5,5,1,3,5,3,few hours a day,3,21,4,male,city,3+,,TRUE
447,3,1,4,5,3,4,4,4,5,less than an hour a day,5,26,3,female,village,3+,,TRUE
623,5,1,5,5,1,3,1,4,3,few hours a day,1,21,3,male,city,3+,,TRUE
138,5,1,5,2,1,3,1,4,5,few hours a day,4,20,4,female,village,3+,,TRUE
137,5,2,2,4,3,1,3,5,5,few hours a day,4,NaN,NaN,NaN,village,NaN,,TRUE
142,5,2,4,1,2,1,4,3,2,most of the day,2,NaN,NaN,male,city,NaN,,FALSE
551,5,1,3,4,3,1,5,2,4,less than an hour a day,2,16,NaN,female,village,NaN,,FALSE
790,5,4,5,3,3,1,2,5,2,few hours a day,4,20,NaN,female,village,NaN,,TRUE
902,5,2,5,4,3,3,4,2,3,few hours a day,2,NaN,NaN,male,city,NaN,,FALSE
960,5,1,5,5,3,1,3,1,3,few hours a day,3,NaN,NaN,female,city,NaN,,FALSE
