,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
1430,2007,military,8/23/2007,Military,Lt. Col. John Nagl
1431,2007,actor,8/7/2007,Acting,Andy Samberg
1432,2007,us senator,8/8/2007,Politician,Sen. Joe Biden
1433,2007,Writer,8/9/2007,Media,Tal Ben-Shahar
1434,2007,comedian,9/10/2007,Comedy,Jeff Garlin
1435,2007,actress,9/11/2007,Acting,Jodie Foster
1436,2007,Freelance writer,9/12/2007,Media,Robert Draper
1437,2007,journalist,9/13/2007,Media,Douglas Farah
1438,2007,economist,9/18/2007,Academic,Alan Greenspan
1439,2007,political figure,9/19/2007,Politician,Gen. Wesley Clark
1440,2007,president,9/20/2007,Politician,President Bill Clinton
1441,2007,author,9/24/2007,Media,John Bowe
1442,2007,president,9/25/2007,Politician,President Evo Morales
1443,2007,actor,9/26/2007,Acting,Jamie Foxx
1444,2007,Filmmaker,9/27/2007,Media,Ken Burns
1445,2008,Author,1/1/2008,Media,Peggy Noonan
1446,2008,Consultant,1/1/2008,Political Aide,Tim Gunn
1447,2008,television host,1/1/2008,Media,Conan O'Brien
1448,2008,television personality,1/10/2008,Media,Lou Dobbs
1449,2008,journalist,1/14/2008,Media,Fareed Zakaria
1450,2008,lawyer,1/15/2008,Misc,John Bolton
1451,2008,columnist,1/16/2008,Media,Jonah Goldberg
1452,2008,consultant,1/17/2008,Political Aide,Allen Raymond
1453,2008,editor,1/21/2008,Media,Jon Meacham
1454,2008,writer,1/22/2008,Media,Jim Wallis
1455,2008,Political satirist,1/23/2008,Media,P. J. O'Rourke
1456,2008,journalist,1/24/2008,Media,Gerri Willis
1457,2008,American football quarterback,1/28/2008,Athletics,Phil Simms
1458,2008,biographer,1/29/2008,Media,Doris Kearns Goodwin
1459,2008,Author,1/30/2008,Media,Peggy Noonan
1460,2008,correspondent,1/31/2008,Media,Karen Tumulty
1461,2008,television Actor,1/7/2008,Acting,Ronald Seeber
1462,2008,commentator,1/8/2008,Media,David Frum
1463,2008,author,1/9/2008,Media,John Zogby
1464,2008,editor,10/1/2008,Media,Gideon Rose
1465,2008,author,10/13/2008,Media,Amity Shlaes
1466,2008,former white house press secretary,10/14/2008,Political Aide,Ari Fleischer
1467,2008,Comedian,10/15/2008,Comedy,Richard Lewis
1468,2008,Former United States Secretary of Labor,10/16/2008,Politician,Robert Reich
1469,2008,actor,10/2/2008,Acting,Clint Eastwood
1470,2008,author,10/20/2008,Media,Eugene Jarecki
1471,2008,author of novels,10/21/2008,Media,Christopher Buckley
1472,2008,Journalist,10/22/2008,Media,Tom Brokaw
1473,2008,former us senator,10/23/2008,Politician,Jon Corzine
1474,2008,reporter,10/27/2008,Media,Campbell Brown
1475,2008,Comedian,10/28/2008,Comedy,Steve Martin
1476,2008,us president,10/29/2008,Politician,Barack Obama
1477,2008,commentator,10/30/2008,Media,Bill Kristol
1478,2008,actor,10/6/2008,Acting,Tim Robbins
1479,2008,Author,10/7/2008,Media,Sarah Vowell
1480,2008,First Lady of the United States,10/8/2008,Politician,Michelle Obama
1481,2008,actor,10/9/2008,Acting,Robert De Niro
1482,2008,Journalist,11/11/2008,Media,Thomas L. Friedman
1483,2008,Business magnate,11/12/2008,Business,T. Boone Pickens
1484,2008,television host,11/13/2008,Media,Bill O'Reilly
1485,2008,journalist,11/17/2008,Media,David Frost
1486,2008,actor,11/18/2008,Acting,Denis Leary
1487,2008,editor,11/19/2008,Media,Jon Meacham
1488,2008,Stand-up comedian,11/20/2008,Comedy,Richard Belzer
1489,2008,biographer,11/3/2008,Media,Doris Kearns Goodwin
1490,2008,NaN,11/4/2008,NaN,Indecision 2008 Live Election Night Special
1491,2008,television host,11/5/2008,Media,Chris Wallace
1492,2008,actor,11/6/2008,Acting,Paul Rudd
1493,2008,actress,12/1/2008,Acting,Anne Hathaway
1494,2008,comedian,12/10/2008,Comedy,Don Rickles
1495,2008,actor,12/11/2008,Acting,Philip Seymour Hoffman
1496,2008,journalist,12/2/2008,Media,Calvin Trillin
1497,2008,author,12/3/2008,Media,Arianna Huffington
1498,2008,Film director,12/4/2008,Media,Ron Howard
1499,2008,Author,12/8/2008,Media,Matthew Alexander
1500,2008,Former Governor of Arkansas,12/9/2008,Politician,Mike Huckabee
1501,2008,author,2/11/2008,Media,Philip Shenon
1502,2008,commentator,2/12/2008,Media,Bill Kristol
1503,2008,author,2/13/2008,Media,Mark Siegel
1504,2008,writer,2/14/2008,Media,Lee Siegel
1505,2008,Former United States Secretary of State,2/26/2008,Politician,Madeleine Albright
1506,2008,professor,2/27/2008,Academic,Allen Guelzo
1507,2008,journalist,2/28/2008,Media,Brian Williams
1508,2008,Comedian,2/4/2008,Comedy,Stephen Colbert
1509,2008,television host,2/5/2008,Media,Chris Wallace
1510,2008,Journalist,2/6/2008,Media,Tom Brokaw
1511,2008,Writer,2/7/2008,Media,Laton McCartney
1512,2008,military,3/10/2008,Military,Lt. Gen. William B. Caldwell
1513,2008,political advocate,3/11/2008,Advocacy,Grover G. Norquist
1514,2008,Journalist,3/12/2008,Media,Ronald Kessler
1515,2008,former white house press secretary,3/13/2008,Political Aide,Dana Perino
1516,2008,author,3/17/2008,Media,Brian Fagan
1517,2008,economist,3/18/2008,Academic,Jeffrey Sachs
1518,2008,former us senator,3/19/2008,Politician,Arlen Specter
1519,2008,journalist,3/20/2008,Media,Alex Kingsbury
1520,2008,former us secretary of state,3/3/2008,Politician,Hillary Clinton
1521,2008,us secretary of defense,3/31/2008,Politician,Chuck Hagel
1522,2008,activist,3/4/2008,Advocacy,Ralph Nader
1523,2008,Author,3/5/2008,Media,Martin Fletcher
1524,2008,Former U.S. senator,3/6/2008,Politician,Tom Daschle
1525,2008,Neuroscientist,4/1/2008,Science,Simon LeVay
1526,2008,journalist,4/10/2008,Media,Aram Roston
1527,2008,screenwriter,4/14/2008,Media,Judd Apatow
1528,2008,law professor,4/15/2008,Academic,Jack Goldsmith
1529,2008,Journalist,4/16/2008,Media,Peter Steinfels
1530,2008,actress,4/17/2008,Acting,Uma Thurman
1531,2008,Author,4/2/2008,Media,William Safire
1532,2008,us president,4/21/2008,Politician,Barack Obama
1533,2008,director,4/22/2008,Media,John Waters
1534,2008,journalist,4/23/2008,Media,Howard Fineman
1535,2008,actor,4/24/2008,Acting,Colin Firth
1536,2008,presidnet,4/28/2008,Politician,President Jimmy Carter
1537,2008,Former U.S. Representative,4/29/2008,Politician,Newt Gingrich
1538,2008,actor,4/3/2008,Acting,George Clooney
1539,2008,Editor,4/30/2008,Media,Robert Schlesinger
1540,2008,actor,4/7/2008,Acting,Nathan Lane
1541,2008,journalist,4/8/2008,Media,Cokie Roberts
1542,2008,Journalist,4/9/2008,Media,Steve Coll
1543,2008,former governor of vermont,5/1/2008,Politician,Howard Dean
1544,2008,university professor,5/12/2008,Academic,Douglas J. Feith
1545,2008,former white house press secretary,5/13/2008,Political Aide,Bill Moyers
1546,2008,journalist,5/14/2008,Media,John Harwood
1547,2008,actor,5/15/2008,Acting,Denis Leary
1548,2008,Author,5/27/2008,Media,Matt Taibbi
1549,2008,security expert,5/28/2008,Consultant,Fred Burton
1550,2008,Adviser,5/29/2008,Consultant,Richard A. Clarke
1551,2008,former majority leader,5/5/2008,Politician,Harry Reid
1552,2008,journalist,5/6/2008,Media,Fareed Zakaria
1553,2008,us senator,5/7/2008,Politician,John McCain
1554,2008,professor,5/8/2008,Academic,David D. Perlmutter
1555,2008,activist,6/10/2008,Advocacy,Ralph Reed
1556,2008,author,6/11/2008,Media,Rick Shenkman
1557,2008,Journalist,6/12/2008,Media,Richard Engel
1558,2008,attorney,6/16/2008,Misc,David Iglesias
1559,2008,Journalist,6/17/2008,Media,Lara Logan
1560,2008,actor,6/18/2008,Acting,Steve Carell
1561,2008,actor,6/19/2008,Acting,Mike Myers
1562,2008,Former White House Press Secretary,6/2/2008,Political Aide,Scott McClellan
1563,2008,actor,6/23/2008,Acting,James McAvoy
1564,2008,journalist,6/24/2008,Media,James Harding
1565,2008,rock band,6/25/2008,Musician,Coldplay
1566,2008,Broadcaster,6/26/2008,Media,Ted Koppel
1567,2008,humorist,6/3/2008,Media,David Sedaris
1568,2008,broadcaster,6/4/2008,Media,Barbara Walters
1569,2008,actor,6/5/2008,Acting,Adam Sandler
1570,2008,former us senator,6/9/2008,Politician,Jim Webb
1571,2008,journalist,7/14/2008,Media,Andrew Ward
1572,2008,actor,7/15/2008,Acting,Pierce Brosnan
1573,2008,analyst,7/16/2008,Consultant,Kenneth Pollack
1574,2008,actress,7/17/2008,Acting,Maggie Gyllenhaal
1575,2008,Author,7/21/2008,Media,Richard Bitner
1576,2008,actor,7/22/2008,Acting,Will Ferrell and John C. Reilly
1577,2008,actor,7/22/2008,Acting,Will Ferrell and John C. Reilly
1578,2008,author,7/23/2008,Media,T.J. English
1579,2008,television host,7/24/2008,Media,Geo Beach
1580,2008,former speaker of the the house,7/28/2008,Politician,Rep. Nancy Pelosi
1581,2008,author,7/29/2008,Media,Bill Bishop
1582,2008,author,7/30/2008,Media,Ben Wattenberg
1583,2008,journalist,7/31/2008,Media,Brian Williams
1584,2008,Journalist,8/11/2008,Media,Ron Suskind
1585,2008,former us senator,8/12/2008,Politician,Mel Martinez
1586,2008,journalist,8/13/2008,Media,Philip P. Pan
1587,2008,actor,8/14/2008,Acting,Ben Stiller
1588,2008,United States Senator,8/26/2008,Politician,Tim Kaine
1589,2008,former governor of vermont,8/27/2008,Politician,Howard Dean
1590,2008,former senator,8/28/2008,Politician,Evan Bayh
1591,2008,0,8/29/2008,NaN,(no guest)
1592,2008,actor,8/4/2008,Acting,Dennis Hopper
1593,2008,actor,8/5/2008,Acting,Seth Rogen
1594,2008,us senator,8/6/2008,Politician,Chuck Schumer
1595,2008,television host,8/7/2008,Media,David Gregory
1596,2008,journalist,9/15/2008,Media,Barton Gellman
1597,2008,Comedian,9/16/2008,Comedy,Ricky Gervais
1598,2008,actress,9/17/2008,Acting,Charlize Theron
1599,2008,Former British Prime Minister,9/18/2008,Politician,Tony Blair
1600,2008,journalist,9/2/2008,Media,Brian Williams
1601,2008,us president,9/23/2008,Politician,Bill Clinton
1602,2008,film actor,9/24/2008,Acting,Aaron Eckhart
1603,2008,journalist,9/25/2008,Media,Bob Schieffer
1604,2008,journalist,9/29/2008,Media,Hooman Majd
1605,2008,Former U.S. Representative,9/3/2008,Politician,Newt Gingrich
1606,2008,comedian,9/30/2008,Comedy,Bill Maher
1607,2008,Former Governor of Arkansas,9/4/2008,Politician,Mike Huckabee
1608,2008,0,9/5/2008,NaN,(no guest)
1609,2009,author,1/12/2009,Media,Maxwell Kennedy
1610,2009,actor,1/13/2009,Acting,Daniel Craig
1611,2009,journalist,1/14/2009,Media,Fareed Zakaria
1612,2009,editor,1/15/2009,Media,Bethany McLean
1613,2009,JOURNALIST,1/19/2009,Media,Abderrahim Foukara
1614,2009,canon,1/20/2009,Clergy,Rt. Rev. V. Gene Robinson
1615,2009,correspondent,1/21/2009,Media,David Sanger
1616,2009,actor,1/22/2009,Acting,Liam Neeson
1617,2009,presidnet,1/26/2009,Politician,President Jimmy Carter
1618,2009,journalist,1/27/2009,Media,Gwen Ifill
1619,2009,Astrophysicist,1/28/2009,Science,Neil DeGrasse Tyson
1620,2009,Political Scientist,1/29/2009,Consultant,P. W. Singer
1621,2009,television host,1/5/2009,Media,David Gregory
1622,2009,Author,1/6/2009,Media,Michael Wolff
1623,2009,television host,1/7/2009,Media,Rachel Maddow
1624,2009,former white house press secretary,1/8/2009,Political Aide,Dana Perino
1625,2009,comedian,10/1/2009,Comedy,Joy Behar
1626,2009,former governor of arizona,10/12/2009,Politician,Janet Napolitano
1627,2009,aviator,10/13/2009,Misc,Chesley Sullenberger
1628,2009,author,10/14/2009,Media,Barbara Ehrenreich
1629,2009,author,10/15/2009,Media,Jennifer Burns
1630,2009,Stand-up comedian,10/26/2009,Comedy,Susie Essman
1631,2009,economist,10/27/2009,Academic,Steven Levitt
1632,2009,activist,10/28/2009,Advocacy,Dr. Mustafa Barghouti and Anna Baltzer
1633,2009,public speaker,10/28/2009,Misc,Dr. Mustafa Barghouti and Anna Baltzer
1634,2009,Comedian,10/29/2009,Comedy,Wanda Sykes
1635,2009,Author,10/5/2009,Media,Sarah Vowell
1636,2009,United States Secretary of the Navy,10/6/2009,Politician,Ray Mabus
1637,2009,Innovator,10/7/2009,Academic,William Kamkwamba
1638,2009,television host,10/8/2009,Media,David Gregory
1639,2009,Tennis player,11/10/2009,Athletics,Serena Williams
1640,2009,musician,11/11/2009,Musician,Clarence Clemons
1641,2009,primatologist,11/12/2009,Science,Jane Goodall
1642,2009,journalist,11/16/2009,Media,Jake Adelstein
1643,2009,vice president,11/17/2009,Politician,Joe Biden
1644,2009,television personality,11/18/2009,Media,Lou Dobbs
1645,2009,rock band,11/19/2009,Musician,Jack's Mannequin
1646,2009,us senator,11/2/2009,Politician,Bob Menendez
1647,2009,political strategist,11/3/2009,Consultant,David Plouffe
1648,2009,Journalist,11/30/2009,Media,Maziar Bahari
1649,2009,former vice president,11/4/2009,Politician,Al Gore
1650,2009,United States Ambassador to the United Nations,11/5/2009,Government,Susan Rice
1651,2009,Former United States Senator,11/9/2009,Politician,Kit Bond
1652,2009,journalist,12/1/2009,Media,Thomas Friedman
1653,2009,journalist,12/10/2009,Media,Gwen Ifill
1654,2009,actress,12/14/2009,Acting,Sigourney Weaver
1655,2009,Former United States Secretary of Transportation,12/15/2009,Politician,Ray LaHood
1656,2009,actor,12/16/2009,Acting,Hugh Grant
1657,2009,Professional Road Racing Cyclist,12/2/2009,Athletics,Lance Armstrong
1658,2009,Journalist,12/3/2009,Media,Michael Specter
1659,2009,journalist,12/7/2009,Media,Dan Rather
1660,2009,Former Governor of Arkansas,12/8/2009,Politician,Mike Huckabee
1661,2009,journalist,12/9/2009,Media,Andrew Ross Sorkin
1662,2009,journalist,2/10/2009,Media,Thomas Ricks
1663,2009,professor,2/11/2009,Academic,Daniel Sperling
1664,2009,former governor of new hampshire,2/12/2009,Politician,John Sununu
1665,2009,former director of the national economic counscil,2/2/2009,Government,Lawrence Lindsey
1666,2009,business magnate,2/23/2009,Business,Jeff Bezos
1667,2009,Comedian,2/24/2009,Comedy,Ricky Gervais
1668,2009,actor,2/25/2009,Acting,Tom Selleck
1669,2009,journalist,2/26/2009,Media,Brian Williams
1670,2009,actor,2/3/2009,Acting,Dev Patel
1671,2009,author,2/4/2009,Media,Karen Greenberg
1672,2009,Author,2/5/2009,Media,Randall Balmer
1673,2009,Writer,2/9/2009,Media,Walter Isaacson
1674,2009,author,3/10/2009,Media,Craig Mullaney
1675,2009,actor,3/11/2009,Acting,Paul Rudd
1676,2009,television personality,3/12/2009,Media,Jim Cramer
1677,2009,military,3/16/2009,Military,Gen. Richard B. Myers
1678,2009,actor,3/17/2009,Acting,Ian McShane
1679,2009,Entrepreneur,3/18/2009,Business,Nandan Nilekani
1680,2009,musician,3/19/2009,Musician,Bruce Springsteen
1681,2009,scientist,3/2/2009,Science,Harold Varmus
1682,2009,Former Associate Justice of the Supreme Court ...,3/3/2009,Government,Sandra Day O'Connor
1683,2009,commentator,3/30/2009,Media,Jack Cafferty
1684,2009,actor,3/31/2009,Acting,Seth Rogen
1685,2009,journalist,3/4/2009,Media,Joe Nocera
1686,2009,actor,3/5/2009,Acting,Billy Crudup
1687,2009,author,3/9/2009,Media,Nathaniel Frank
1688,2009,Former Director of the Office of Management an...,4/1/2009,Government,Peter R. Orszag
1689,2009,Baseball athlete,4/14/2009,Athletics,Ron Darling
1690,2009,us senator,4/15/2009,Politician,Elizabeth Warren
1691,2009,actor,4/16/2009,Acting,Ben Affleck
1692,2009,Author,4/2/2009,Media,Tom Zoellner
1693,2009,Professor,4/20/2009,Academic,Reza Aslan
1694,2009,president of liberia,4/21/2009,Politician,Ellen Johnson Sirleaf
1695,2009,author,4/22/2009,Media,Philip Alcabes
1696,2009,Historian,4/23/2009,Academic,Richard Beeman
1697,2009,lawyer,4/27/2009,Misc,Christine Lagarde
1698,2009,journalist,4/28/2009,Media,Clifford May
1699,2009,biographer,4/29/2009,Media,Doris Kearns Goodwin
1700,2009,actor,4/30/2009,Acting,Hugh Jackman
1701,2009,actor,4/6/2009,Acting,Michael J. Fox
1702,2009,first lady of egypt,4/7/2009,Politician,Jehan Al Sadat
1703,2009,Minority Leader of the United States House of ...,4/8/2009,Politician,Nancy Pelosi
1704,2009,Writer,4/9/2009,Media,William D. Cohan
1705,2009,scholar,5/11/2009,Academic,Frank Partnoy
1706,2009,actor,5/12/2009,Acting,Tom Hanks
1707,2009,author,5/13/2009,Media,Husain Haqqani
1708,2009,EPA administrator,5/14/2009,Government,Lisa P. Jackson
1709,2009,Racing driver,5/18/2009,Athletics,Sarah Fisher
1710,2009,Former U.S. Representative,5/19/2009,Politician,Newt Gingrich
1711,2009,attorney,5/20/2009,Misc,Elizabeth Edwards
1712,2009,television host,5/21/2009,Media,Larry King
1713,2009,actor,5/4/2009,Acting,Denis Leary
1714,2009,journalist,5/5/2009,Media,Fareed Zakaria
1715,2009,white house sommunications director,5/6/2009,Political Aide,George Stephanopoulos
1716,2009,Former United States Secretary of the Interior,5/7/2009,Politician,Ken Salazar
1717,2009,journalist,6/1/2009,Media,Bob Woodruff
1718,2009,Businessman,6/10/2009,Business,Saad Mohseni
1719,2009,journalist,6/11/2009,Media,Katie Couric
1720,2009,actor,6/15/2009,Acting,Ed Helms
1721,2009,Writer,6/16/2009,Media,Tom Folsom
1722,2009,Journalist,6/17/2009,Media,Peter Laufer
1723,2009,Former Governor of Arkansas,6/18/2009,Politician,Mike Huckabee
1724,2009,Political satirist,6/2/2009,Media,P.J. O'Rourke
1725,2009,basketball player,6/22/2009,Athletics,Bill Russell
1726,2009,Comedian,6/23/2009,Comedy,Larry David
1727,2009,Professor,6/24/2009,Academic,Reza Aslan
1728,2009,actress,6/25/2009,Acting,Cameron Diaz
1729,2009,Neurologist,6/29/2009,Science,Oliver Sacks
1730,2009,Author,6/3/2009,Media,Michael Lewis
1731,2009,Author,6/30/2009,Media,Mike Kim
1732,2009,actor,6/4/2009,Acting,Will Ferrell
1733,2009,singer,6/8/2009,Musician,Gretchen Peters
1734,2009,Financier,6/9/2009,Business,Peter Schiff
1735,2009,journalist,7/1/2009,Media,Justin Fox
1736,2009,former us representative,7/13/2009,Politician,Barney Frank
1737,2009,professor,7/14/2009,Academic,Peter Mancall
1738,2009,former hhs secretary,7/15/2009,Politician,Kathleen Sebelius
1739,2009,commentator,7/16/2009,Media,Robert Glennon
1740,2009,Screenwriter,7/2/2009,Media,Robert Kenner
1741,2009,journalist,7/20/2009,Media,Brian Williams
1742,2009,Former United States Secretary of Energy,7/21/2009,Politician,Steven Chu
1743,2009,actor,7/22/2009,Acting,Kevin Nealon
1744,2009,Sports Columnist,7/23/2009,Media,Sally Jenkins
1745,2009,commentator,7/27/2009,Media,Bill Kristol
1746,2009,Band,7/28/2009,Musician,Spinal Tap
1747,2009,lawyer,7/29/2009,Misc,John R. Bolton
1748,2009,screenwriter,7/30/2009,Media,Judd Apatow
1749,2009,author,8/10/2009,Media,Douglas Brinkley
1750,2009,economist,8/11/2009,Academic,Austan Goolsbee
1751,2009,author,8/12/2009,Media,Larry Lawton (skit)[4] and Jeff Sharlet (inter...
1752,2009,journalist,8/12/2009,Media,Larry Lawton (skit)[4] and Jeff Sharlet (inter...
1753,2009,actress,8/13/2009,Acting,Rachel McAdams
1754,2009,stand-up comedian,8/17/2009,Comedy,David Cross
1755,2009,author,8/18/2009,Media,Christopher McDougall
1756,2009,Consultant,8/19/2009,Political Aide,Tim Gunn
1757,2009,american politician,8/20/2009,Politician,Betsy McCaughey
1758,2009,Journalist,8/3/2009,Media,Ronald Kessler
1759,2009,former us representative,8/4/2009,Politician,Henry Waxman (D-CA)
1760,2009,actor,8/5/2009,Acting,Paul Giamatti
1761,2009,swimmer,8/6/2009,Athletics,Dara Torres
1762,2009,basketball player,9/14/2009,Athletics,LeBron James
1763,2009,actor,9/15/2009,Acting,Matt Damon
1764,2009,Comedian,9/16/2009,Comedy,Ricky Gervais
1765,2009,president,9/17/2009,Politician,President Bill Clinton
1766,2009,Academic,9/22/2009,Academic,Vali Nasr
1767,2009,Former Governor of Pennsylvania,9/23/2009,Politician,Tom Ridge
1768,2009,Former Governor of Illinois,9/24/2009,Politician,Rod Blagojevich
1769,2009,professor,9/28/2009,Academic,Bruce Bueno de Mesquita
1770,2009,Former U.S. Congressman,9/29/2009,Politician,Ron Paul
1771,2009,writer,9/30/2009,Media,Jon Krakauer
1772,2010,lawyer,1/11/2010,Misc,John Yoo
1773,2010,Editor,1/12/2010,Media,Paul Ingrassia
1774,2010,musician,1/13/2010,Musician,Ringo Starr and The Ben Harper Band
1775,2010,rock band,1/13/2010,Musician,Ringo Starr and The Ben Harper Band
1776,2010,Journalist,1/14/2010,Media,Tom Brokaw
1777,2010,comptroller of the us,1/18/2010,Government,David M. Walker
1778,2010,actor,1/19/2010,Acting,Colin Firth
1779,2010,writer,1/20/2010,Media,Jim Wallis
1780,2010,actress,1/21/2010,Acting,Julie Andrews
1781,2010,busines magnate,1/25/2010,Business,Bill Gates
1782,2010,us senator,1/26/2010,Politician,Elizabeth Warren
1783,2010,journalist,1/27/2010,Media,Ethan Watters
1784,2010,biographer,1/28/2010,Media,Doris Kearns Goodwin
1785,2010,Author,1/4/2010,Media,Michael Pollan
1786,2010,film director,1/5/2010,Media,George Lucas
1787,2010,military,1/6/2010,Military,Michael Mullen
1788,2010,actress,1/7/2010,Acting,Maggie Gyllenhaal
1789,2010,stunt perfomrer,10/11/2010,Acting,Johnny Knoxville
1790,2010,former mjority leader,10/12/2010,Politician,Eric Cantor
1791,2010,former us secretary of state,10/13/2010,Politician,Condoleezza Rice
1792,2010,writer,10/14/2010,Media,David Rakoff
1793,2010,economist,10/25/2010,Academic,Austan Goolsbee
1794,2010,Former United States Senator,10/26/2010,Politician,Ted Kaufman
1795,2010,president,10/27/2010,Politician,President Barack Obama
1796,2010,NaN,10/28/2010,NaN,none
1797,2010,Author,10/4/2010,Media,Sam Harris
1798,2010,actor,10/5/2010,Acting,Bruce Willis
1799,2010,Writer,10/6/2010,Media,Philip Dray
1800,2010,actress,10/7/2010,Acting,Naomi Watts
1801,2010,Stand-up comedian,11/1/2010,Comedy,Zach Galifianakis
1802,2010,Professional Wrestler,11/10/2010,Athletics,Mick Foley
1803,2010,actress,11/11/2010,Acting,Rosario Dawson
1804,2010,Track and field athlete,11/15/2010,Athletics,Marion Jones
1805,2010,editor,11/16/2010,Media,Bethany McLean and Joe Nocera
1806,2010,journalist,11/16/2010,Media,Bethany McLean and Joe Nocera
1807,2010,rapper,11/17/2010,Musician,Jay-Z
1808,2010,Lawyer,11/18/2010,Misc,Philip K. Howard
1809,2010,Historian,11/2/2010,Academic,Michael Beschloss
1810,2010,actor,11/29/2010,Acting,Judah Friedlander
1811,2010,television host,11/3/2010,Media,Chris Wallace
1812,2010,Author,11/30/2010,Media,Susan Casey
1813,2010,humorist,11/4/2010,Media,David Sedaris
1814,2010,Former Governor of Texas,11/8/2010,Politician,Rick Perry
1815,2010,actor,11/9/2010,Acting,Harrison Ford
1816,2010,musician,12/1/2010,Musician,Sting
1817,2010,former british prime minister,12/13/2010,Politician,Gordon Brown
1818,2010,Comedian,12/14/2010,Comedy,Ricky Gervais
1819,2010,actor,12/15/2010,Acting,Paul Rudd
1820,2010,Former Governor of Arkansas,12/16/2010,Politician,Mike Huckabee
1821,2010,Author,12/2/2010,Media,Stacy Schiff
1822,2010,military officer,12/6/2010,Military,Hugh Shelton
1823,2010,actor,12/7/2010,Acting,Seth Green
1824,2010,actress,12/8/2010,Acting,Michelle Williams
1825,2010,writer,12/9/2010,Media,Edmund Morris
1826,2010,economist,2/1/2010,Academic,Austan Goolsbee
1827,2010,Baseball player,2/10/2010,Athletics,Willie Mays
1828,2010,actor,2/11/2010,Acting,Lee Daniels
1829,2010,journalist,2/2/2010,Media,Brian Williams
1830,2010,Comedian,2/22/2010,Comedy,Ricky Gervais
1831,2010,comedian,2/23/2010,Comedy,Jeff Garlin
1832,2010,actor,2/24/2010,Acting,Tracy Morgan
1833,2010,us representative,2/25/2010,Politician,Rep. James Clyburn
1834,2010,surgeon,2/3/2010,Science,Atul Gawande
1835,2010,former us representative,2/4/2010,Politician,Anthony Weiner
1836,2010,investment banker,2/8/2010,Business,Jenny Sanford
1837,2010,Former U.S. Representative,2/9/2010,Politician,Newt Gingrich
1838,2010,Astrophysicist,3/1/2010,Science,Neil DeGrasse Tyson
1839,2010,comedian,3/10/2010,Comedy,Jerry Seinfeld
1840,2010,journalist,3/11/2010,Media,Eamon Javers
1841,2010,Author,3/15/2010,Media,Michael Lewis
1842,2010,actor,3/16/2010,Acting,Jude Law
1843,2010,actor,3/17/2010,Acting,Snoop Dogg
1844,2010,former governor of washington,3/18/2010,Politician,Gary Locke
1845,2010,actor,3/2/2010,Acting,Robert Pattinson
1846,2010,actor,3/29/2010,Acting,Ben Stiller
1847,2010,Writer,3/3/2010,Media,Lynne Olson
1848,2010,actor,3/30/2010,Acting,Robin Williams
1849,2010,Journalist,3/31/2010,Media,Roxana Saberi
1850,2010,actor,3/4/2010,Acting,Scott Patterson
1851,2010,accountant,3/8/2010,Misc,Harry Markopolos
1852,2010,Author,3/9/2010,Media,Marc Thiessen
1853,2010,television host,4/1/2010,Media,Liz Claman
1854,2010,actor,4/12/2010,Acting,Bryan Cranston
1855,2010,television host,4/13/2010,Media,Rachel Maddow
1856,2010,Diplomat,4/14/2010,Government,Richard Burt
1857,2010,actor,4/15/2010,Acting,Tracy Morgan
1858,2010,us representative,4/19/2010,Politician,John Dingell
1859,2010,author,4/20/2010,Media,John M. O'Hara
1860,2010,author,4/21/2010,Media,Fred Pearce
1861,2010,actress,4/22/2010,Acting,Zoe Saldana
1862,2010,EPA administrator,4/26/2010,Government,Lisa P. Jackson
1863,2010,author,4/27/2010,Media,Richard Whittle
1864,2010,Former Mayor of Cincinnati,4/28/2010,Politician,Ken Blackwell
1865,2010,actor,4/29/2010,Acting,Michael Caine
1866,2010,Professor,4/5/2010,Academic,Reza Aslan
1867,2010,author,4/6/2010,Media,Captain Richard Phillips
1868,2010,actor,4/7/2010,Acting,Steve Carell
1869,2010,journalist,4/8/2010,Media,David Remnick
1870,2010,historian,5/10/2010,Academic,Jack Rakove
1871,2010,Journalist,5/11/2010,Media,Sebastian Junger
1872,2010,Director,5/12/2010,Media,Michael Patrick King
1873,2010,political scientist,5/13/2010,Consultant,Ian Bremmer
1874,2010,journalist,5/3/2010,Media,Jonathan Eig
1875,2010,Former First Lady of the United States,5/4/2010,Politician,Rosalynn Carter
1876,2010,editor,5/5/2010,Media,Jon Meacham
1877,2010,Chef,5/6/2010,Misc,Mario Batali
1878,2010,aei president,6/1/2010,Advocacy,Arthur C. Brooks
1879,2010,Former Governor of Minnesota,6/10/2010,Politician,Tim Pawlenty
1880,2010,actress,6/14/2010,Acting,Betty White
1881,2010,professor,6/15/2010,Academic,James M. Tabor
1882,2010,comedian,6/16/2010,Comedy,Louis C.K.
1883,2010,former us senator,6/17/2010,Politician,Fred Thompson
1884,2010,actor,6/2/2010,Acting,Morgan Freeman
1885,2010,film director,6/21/2010,Media,Josh Fox
1886,2010,actress,6/22/2010,Acting,Cameron Diaz
1887,2010,physician,6/23/2010,Science,Dr. Connie Mariano
1888,2010,actor,6/24/2010,Acting,Adam Sandler and Chris Rock
1889,2010,comedian,6/24/2010,Comedy,Adam Sandler and Chris Rock
1890,2010,former senior advisor to the presidnet,6/28/2010,Political Aide,David Axelrod
1891,2010,actor,6/29/2010,Acting,Helen Mirren
1892,2010,actor,6/3/2010,Acting,Jonah Hill
