,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
0,Alabama A & M University,100200,5,850,0.7249,0.8159,0.653841,4380,7017,0.477631579,14600,49720.22,13435
1,University of Alabama at Birmingham,105200,5,1147,0.3505,0.5218,0.604275,10331,10221,0.673230442,14250,55735.22,16023
2,University of Alabama in Huntsville,105500,5,1221,0.3179,0.4589,0.811971,5220,9514,0.762222222,15000,58688.62,18661
3,Alabama State University,100500,5,844,0.7567,0.7692,0.463858,4348,7940,0.43006993,15274,46065.2,7400
4,The University of Alabama,105100,5,1181,0.2009,0.4059,0.535867,15318,9710,0.75203252,17500,57928.41,20575
5,Auburn University at Montgomery,831000,5,990,0.4373,0.5584,0.787089,4098,7588,0.714932127,10250,50723.81,14176
6,Auburn University,100900,5,1218,0.1631,0.347,0.776605,18326,9738,0.829545455,17500,59005.4,22183
7,Birmingham Southern College,101200,5,1167,0.1992,0.4633,0.530579,1395,7078,PrivacySuppressed,19500,64789.39,21562
8,Faulkner University,100300,5,985,0.5596,0.7105,0.573014,612,5973,0.53125,13750,52330.99,23970
9,Huntingdon College,101900,5,992,0.4207,0.6862,0.576944,657,5911,0.75,16668,54037.99,19685
10,Heritage Christian University,2199700,5,848,0.5806,0.3226,0.7,95,3439,PrivacySuppressed,12875,51048.04,11194
11,Jacksonville State University,102000,5,1062,0.4308,0.6746,0.666451,6491,6795,0.672868217,16624,48389.27,17139
12,Judson College,102300,5,1031,0.5635,0.6614,0.629179,321,5545,0.75,12700,46522.29,13152
13,University of West Alabama,102400,5,930,0.5343,0.6826,0.734728,1595,5938,0.602739726,12750,40238.44,12733
14,University of Mobile,102900,5,1025,0.4918,0.7729,0.605085,1764,5028,0.596045198,19750,51833.34,19649
15,University of Montevallo,100400,5,1069,0.4058,0.5755,0.700099,2557,7496,0.756929638,15500,59047.15,16885
16,University of North Alabama,101600,5,1027,0.402,0.6731,0.579994,4944,7393,0.771867612,12750,48189.09,11438
17,Oakwood University,103300,5,923,0.5312,0.7214,0.4749,1767,4439,0.530487805,26000,60906.45,24565
18,Samford University,103600,5,1162,0.1373,0.3287,0.933041,2870,8599,0.881067961,16000,69602.13,27065
19,University of South Alabama,105700,5,1045,0.4003,0.5745,0.781585,9232,7179,0.695334458,14250,51919.71,15204
20,Spring Hill College,104100,5,1120,0.35,0.6839,0.413229,1227,6278,0.808411215,20500,59048.32,9657
21,Stillman College,104400,5,831,0.6818,0.7292,0.5659,1530,4770,0.397435897,14250,46186.31,16988
22,Troy University,104700,5,1046,0.4319,0.6246,0.918657,3810,6336,0.659047619,15000,49132.68,11551
23,Tuskegee University,105000,5,955,0.4869,0.6484,0.529552,2467,6086,0.765432099,25000,54155.29,31468
24,University of Alaska Fairbanks,106300,8,1058,0.228,0.2541,0.731017,6359,9265,0.750677507,9500,65084.81,9942
25,Alaska Pacific University,106100,8,985,0.2761,0.4847,0.389127,479,5458,0.827160494,16375,70542.98,18218
26,Arizona State University-Tempe,108100,6,1143,0.3138,0.4317,0.764818,33985,10941,0.739734885,14500,69074.33,11337
27,Prescott College,2065300,6,1039,0.4397,0.5991,0.704268,757,4386,0.787234043,14988,62739.99,22180
28,Arizona Christian University,711300,6,997,0.2809,0.4098,0.512346,60,5155,0.828125,9500,65520.64,27570
29,University of Arkansas at Little Rock,110100,5,990,0.4,0.4702,0.898349,8283,7511,0.679396092,12000,51732.17,12218
30,Lyon College,108800,5,1120,0.4262,0.6526,0.591164,471,6277,0.752688172,12000,48616.43,17003
31,University of Arkansas,110800,5,1154,0.2295,0.3998,0.600574,12502,9169,0.801935117,14500,52450.53,14546
32,University of Arkansas at Pine Bluff,108600,5,871,0.723,0.6964,0.46159,2926,5795,0.573929961,12500,42634.24,7959
33,Arkansas State University-Main Campus,109000,5,1088,0.4565,0.5406,0.702394,9289,6920,0.678571429,12500,42159.88,12152
34,University of Central Arkansas,109200,5,1068,0.4138,0.5169,0.921786,7471,6696,0.753255655,11250,48705.91,13063
35,Central Baptist College,109300,5,968,0.4336,0.6061,0.47486,381,5244,0.676923077,12000,50351.38,15829
36,Harding University,109700,5,1135,0.2584,0.5576,0.992016,3982,7200,0.837471783,19500,61757.88,17276
37,Henderson State University,109800,5,988,0.5452,0.6087,0.633386,3182,6427,0.651162791,9500,45548.96,9937
38,Hendrix College,109900,5,1270,0.2035,0.4939,0.823804,1129,7401,0.844311377,19500,63550.03,25503
39,John Brown University,110000,5,1209,0.2846,0.4603,0.737564,1404,6635,0.844129555,18723,56884.69,19234
40,Ouachita Baptist University,110200,5,1120,0.2751,0.5789,0.684541,1714,6227,0.90821256,15750,61306.22,19251
41,University of the Ozarks,109400,5,1034,0.4327,0.4736,0.967742,622,4672,0.807692308,10100,51329.59,14723
42,Williams Baptist College,110600,5,1010,0.4786,0.6375,0.637457,660,5465,0.716666667,9980,42485.2,14731
43,Southern Arkansas University Main Campus,110700,5,988,0.4944,0.4891,0.674783,2781,6291,0.676122931,9500,42416.87,11328
44,Azusa Pacific University,111700,8,1080,0.3427,0.6249,0.809007,3453,9217,0.83127572,18500,73950.46,27183
45,Biola University,112200,8,1115,0.3163,0.6129,0.698503,2797,9151,0.904358354,19500,75484.4,31113
46,California Baptist University,112500,8,960,0.5643,0.759,0.654067,1524,8816,0.777142857,20260,66849.57,30628
47,California Institute of Technology,113100,8,1544,0.1292,0.2096,0.088073,929,18636,PrivacySuppressed,12900,81448.64,24760
48,California Lutheran University,113300,8,1109,0.2386,0.5178,0.615619,1816,9938,0.909365559,19000,81648.78,28487
49,California Polytechnic State University-San Lu...,114300,8,1259,0.1943,0.3328,0.312922,15867,9020,0.930035651,16500,74683.78,17661
50,California State University-San Bernardino,114200,8,887,0.6163,0.4088,0.6459,10273,8663,0.592143906,13500,59070.9,6679
51,California State Polytechnic University-Pomona,114400,8,1066,0.4615,0.3662,0.393059,16436,9373,PrivacySuppressed,15334,68064.96,13390
52,California State University-Chico,114600,8,1003,0.435,0.4516,0.63449,13907,8733,0.795935648,14500,61867.44,13365
53,California State University-Fresno,114700,8,897,0.5633,0.3181,0.521918,15413,8372,0.76980506,12000,53295.09,6112
54,California State University-Fullerton,113700,8,1024,0.4429,0.306,0.418609,23385,8854,0.794912985,12500,73036.4,7454
55,California State University-Long Beach,113900,8,1056,0.5049,0.379,0.338158,25153,8839,0.824627748,13242.5,66954.9,9163
56,California State University-Los Angeles,114000,8,874,0.6773,0.3204,0.681337,13476,8879,0.7425,11223,52850.08,3227
57,California State University-Northridge,115300,8,902,0.5334,0.3328,0.455987,22553,8737,0.766814721,11000,64055.44,6797
58,California State University-Sacramento,115000,8,948,0.5298,0.3769,0.672528,20342,8631,0.666666667,12500,65686.13,8710
59,University of California-Berkeley,131200,8,1397,0.3114,0.2602,0.168836,22678,15711,0.840388619,13197,77601.85,13262
60,University of California-Davis,131300,8,1226,0.4123,0.3933,0.379524,20388,13125,0.89010989,12757,76621.08,15052
61,University of California-Irvine,131400,8,1175,0.4602,0.4231,0.38682,16223,13773,0.821611002,15000,78085.65,13648
62,University of California-Los Angeles,131500,8,1339,0.3524,0.3501,0.172791,25011,16471,0.853698075,15000,72896.84,13328
63,University of California-Riverside,131600,8,1119,0.568,0.5378,0.555997,11436,12265,0.648148148,17000,68292.12,11779
64,University of California-San Diego,131700,8,1344,0.3844,0.3909,0.337364,16496,14032,0.895872673,17000,76397.62,13913
65,University of California-Santa Barbara,132000,8,1248,0.3806,0.4025,0.326443,17538,14327,0.803810868,15000,73046.19,14767
66,University of California-Santa Cruz,132100,8,1201,0.4534,0.5256,0.502877,11075,13104,0.804069767,17200,78075.09,17222
67,Chapman University,116400,8,1217,0.198,0.6429,0.475786,2953,11160,0.740701382,18500,73437.32,36367
68,Concordia University-Irvine,2070500,8,1029,0.2805,0.6324,0.591707,1184,6919,0.883408072,18000,79890.85,25548
69,San Diego Christian College,1203100,8,933,0.5436,0.8957,0.517321,675,6103,0.748201439,15333.5,66943.92,26521
70,Claremont McKenna College,117000,8,1408,0.1153,0.1514,0.109558,1003,13270,PrivacySuppressed,12495,82855.72,24298
71,Dominican University of California,119600,8,1054,0.2909,0.6909,0.788338,946,9099,0.80794702,25000,79219.91,33496
72,Fresno Pacific University,125300,8,988,0.5603,0.6812,0.631274,878,6641,0.685714286,18000,53503.12,16117
73,Harvey Mudd College,117100,8,1484,0.1269,0.398,0.129643,717,12984,PrivacySuppressed,24500,82806.61,29865
74,Holy Names University,118300,8,858,0.4861,0.8367,0.430046,592,8273,PrivacySuppressed,20083,72379.02,25533
75,Humboldt State University,114900,8,990,0.5348,0.5467,0.770011,6469,8579,0.711592837,14000,57400.36,13148
76,Life Pacific College,2270600,8,901,0.4708,0.6328,0.638393,488,6454,0.787234043,13000,65850.07,18192
77,University of La Verne,121600,8,1034,0.4583,0.6569,0.471818,3319,8492,0.667180277,22000,67082.29,20606
78,La Sierra University,121500,8,929,0.5196,0.6885,0.446165,1217,7339,0.760416667,15334,63313.83,21904
79,The Master's University and Seminary,122000,8,1091,0.3045,0.5391,0.946939,1118,5961,0.915322581,16000,71662.94,24540
80,Loyola Marymount University,1164900,8,1222,0.1957,0.4516,0.507827,2430,10292,0.877601998,19500,78631.93,37606
81,Menlo College,123600,8,1018,0.3186,0.5038,0.380777,649,11474,0.758241758,15750,80580.15,28725
82,Mills College,123800,8,1183,0.5016,0.7448,0.715566,684,9392,0.758064516,19500,71756.45,25097
83,Mount Saint Mary's University,124300,8,915,0.5806,0.8756,0.765268,1708,8226,0.799682035,20000,59943.9,27949
84,Notre Dame de Namur University,117900,8,910,0.4406,0.674,0.866667,987,8293,0.833333333,19500,89560.16,25723
85,Occidental College,124900,8,1304,0.202,0.4975,0.448655,1703,10885,0.947916667,21500,75275.66,28630
86,Otis College of Art and Design,125100,8,1045,0.4273,0.5645,0.903638,896,7927,0.813229572,25000,73811.67,34829
87,Hope International University,125200,8,910,0.5491,0.7722,0.342531,637,6750,0.719298246,17750,71774.01,21651
88,Pacific Union College,125800,8,984,0.4665,0.7756,0.452229,1465,6092,0.864485981,20917,69255.78,22661
89,University of the Pacific,132900,8,1152,0.3738,0.5601,0.645581,3093,10663,0.830110497,20500,72621.06,30108
90,Pepperdine University,1014900,8,1226,0.186,0.4112,0.381034,3068,11858,0.848366013,23863.5,79068.51,33314
91,Point Loma Nazarene University,126200,8,1148,0.2699,0.6106,0.713421,2304,9741,0.908695652,18065,71269.62,31473
92,Pomona College,117300,8,1435,0.1982,0.1467,0.102976,1574,12644,PrivacySuppressed,10000,76544.99,14908
93,University of Redlands,132200,8,1130,0.2993,0.6274,0.675157,3015,9954,0.836507937,25000,68599.2,28859
94,San Diego State University,115100,8,1130,0.3764,0.3375,0.344126,25658,9532,0.755839058,13938.5,68953.33,13475
95,University of San Diego,1039500,8,1236,0.1773,0.4092,0.516782,4793,12116,0.857623318,20000,79883.39,33865
96,San Francisco State University,115400,8,979,0.4495,0.3747,0.678805,20365,9411,0.718116976,13503.5,77495.51,12768
97,University of San Francisco,132500,8,1172,0.2535,0.4678,0.643578,4664,12851,0.83491062,21500,82472.56,33655
98,William Jessup University,128100,8,1012,0.4284,0.6719,0.760536,395,6928,0.849315069,15000,76498.11,19700
99,San Jose State University,115500,8,1055,0.4245,0.3436,0.55225,20711,9489,0.860326895,12500,88589.14,13183
100,Santa Clara University,132600,8,1313,0.1205,0.3288,0.487952,4308,12133,0.915119363,19500,93581.09,34425
101,Scripps College,117400,8,1362,0.108,0.3313,0.27899,787,11220,PrivacySuppressed,12500,79153.99,28126
102,Simpson University,129100,8,1001,0.5562,0.9466,0.515249,1026,6205,0.758007117,16500,55586.54,19739
103,Saint Mary's College of California,130200,8,1124,0.2588,0.6249,0.975351,3035,9903,0.866962306,21250,84232.87,32721
104,Sonoma State University,115600,8,996,0.3268,0.4118,0.765542,6211,8815,0.770761246,13610.5,75511.05,15710
105,Vanguard University of Southern California,129300,8,975,0.4137,0.8078,0.682582,1470,8439,0.795665635,19500,75891.29,23052
106,Southern California Institute of Architecture,2075800,8,1116,0.3118,0.2814,0.733645,19,12204,0.717948718,36923,66525.34,52073
107,University of Southern California,132800,8,1391,0.2307,0.3569,0.176816,15705,13461,0.883161512,21500,76787.41,29174
108,Thomas Aquinas College,2358000,8,1280,0.3545,0.7222,0.751323,277,9366,PrivacySuppressed,16500,67656.24,22199
109,Westmont College,134100,8,1179,0.2069,0.5823,0.812229,1323,7058,0.933014354,19500,78788.61,30787
110,Whittier College,134200,8,1057,0.369,0.7153,0.626156,1294,8907,0.81294964,22998,73825.46,36005
111,Woodbury University,134300,8,944,0.4432,0.6076,0.576006,1135,6783,0.81595092,28200,60713.37,27920
112,Adams State University,134500,7,954,0.5051,0.6062,0.643519,2080,5999,0.672839506,10992,50726.71,16212
113,University of Colorado Denver/Anschutz Medical...,450800,7,1055,0.2751,0.3535,0.674173,8093,9877,0.806887238,13000,74050.41,14519
114,University of Colorado Colorado Springs,450900,7,1088,0.3202,0.4827,0.920637,4967,7831,0.794830372,12500,70639.18,14649
115,University of Colorado Boulder,137000,7,1212,0.1723,0.3068,0.796201,23612,10687,0.830860534,13750,81327.65,21806
116,Colorado School of Mines,134800,7,1339,0.1688,0.4428,0.376702,2559,10786,0.958990536,22000,74353.28,24929
117,Colorado State University-Fort Collins,135000,7,1145,0.2427,0.4477,0.808202,20728,9422,0.820435967,15781,73818.06,16777
118,University of Denver,137100,7,1249,0.1717,0.3814,0.727454,3992,10495,0.873487349,19500,78120.26,28839
119,Fort Lewis College,135300,7,1012,0.3417,0.4732,0.859581,4285,7078,0.747810858,10500,61685.3,15836
120,Colorado Mesa University,135800,7,952,0.3886,0.5463,0.830585,5092,6609,0.7920434,11000,56304.4,16507
121,Metropolitan State University of Denver,136000,7,971,0.3717,0.4729,0.652181,17688,6302,0.758007117,13250,71857.86,9521
122,University of Northern Colorado,134900,7,1031,0.341,0.5682,0.893462,10213,7624,0.834288692,16750,72445.43,18946
123,Regis University,136300,7,1092,0.2629,0.5277,0.657018,5446,7193,0.661764706,18789,74280.35,23604
124,Colorado State University-Pueblo,136500,7,970,0.3804,0.6629,0.958886,5303,6546,0.741935484,12500,54713.6,12701
125,Western State Colorado University,137200,7,964,0.2542,0.5117,0.976088,2325,6404,PrivacySuppressed,12000,68547.81,15530
126,University of Bridgeport,141600,1,926,0.4853,0.6994,0.517679,1277,7516,0.762589928,18250,63241.6,24122
127,Central Connecticut State University,137800,1,1011,0.3533,0.5742,0.586691,9443,9118,0.778489117,16144,75579.11,17291
128,University of Connecticut,141700,1,1233,0.212,0.4969,0.53375,13251,12269,0.910939013,18750,80999.86,20023
129,University of Hartford,142200,1,1050,0.2837,0.6757,0.635063,5367,7624,0.827718961,18709.5,82221.8,29722
130,University of New Haven,139700,1,1066,0.2579,0.6815,0.821176,2537,9622,0.860856269,21500,77310.15,29933
131,Post University,140100,1,893,0.4857,0.5478,0.811329,1356,6109,0.72327044,7790.5,67090.63,37101
132,Quinnipiac University,140200,1,1095,0.161,0.6048,0.737085,4843,10796,0.910278746,22000,87986.1,35653
133,University of Saint Joseph,140900,1,932,0.3566,0.7335,0.926764,1227,8002,0.857677903,23500,74607,23483
134,St Vincent's College,619100,1,905,0.269,0.5686,0.853333,265,6081,0.769230769,15000,70910.63,14462
135,Southern Connecticut State University,140600,1,918,0.3726,0.6161,0.646,8080,8993,0.786266094,15738,74581.97,15240
136,Yale University,142600,1,1498,0.1287,0.1039,0.067271,5351,16516,0.913357401,13000,75345.96,20910
137,Delaware State University,142800,2,892,0.4715,0.6523,0.444294,2855,7202,0.541666667,19500,60801.87,16099
138,University of Delaware,143100,2,1198,0.1398,0.5213,0.66593,16110,12188,0.890909091,21500,84189.75,15992
139,Wesley College,143300,2,836,0.5253,0.8657,0.625525,1513,7134,0.690666667,11000,70367.14,22675
140,American University,143400,2,1252,0.1714,0.46,0.350164,5701,11203,0.863348416,20500,81657.17,36480
